work,start,end,duration
rest,2015-09-02 14:43:06.119480,2015-09-02 14:48:06.233234,5.0018959
work,2015-09-02 14:53:20.871856,2015-09-02 15:53:20.961496,60.001494
rest,2015-09-02 15:53:30.857631,2015-09-02 15:58:30.961777,5.00173576667
work,2015-09-02 16:09:43.765968,2015-09-02 17:09:43.863260,60.0016215333
rest,2015-09-02 17:09:53.768908,2015-09-02 17:14:53.862619,5.00156185
work,2015-09-02 17:58:36.166712,2015-09-02 18:58:36.264820,60.0016351333
rest,2015-09-02 18:58:46.164963,2015-09-02 19:03:46.272828,5.00179775
work,2015-09-03 10:00:13.540527,2015-09-03 11:00:13.856926,60.0052733167
rest,2015-09-03 11:00:23.755001,2015-09-03 11:05:23.846459,5.0015243
work,2015-09-03 11:09:26.847846,2015-09-03 11:59:26.949587,50.0016956833
work,2015-09-03 13:28:24.415644,2015-09-03 14:28:24.516023,60.0016729833
rest,2015-09-03 14:28:34.417379,2015-09-03 14:33:34.524007,5.00177713333
work,2015-09-03 15:07:17.197487,2015-09-03 16:07:17.296151,60.0016444
rest,2015-09-03 16:07:27.231992,2015-09-03 16:12:27.340109,5.00180195
work,2015-09-03 16:16:52.628669,2015-09-03 17:16:52.724119,60.0015908333
rest,2015-09-03 17:17:02.625486,2015-09-03 17:22:02.724061,5.00164291667
work,2015-09-04 10:28:08.017645,2015-09-04 11:28:08.642740,60.01041825
rest,2015-09-04 11:28:18.557903,2015-09-04 11:33:18.674754,5.00194751667
work,2015-09-04 11:51:30.773899,2015-09-04 12:06:30.874829,15.0016821667
work,2015-09-04 13:38:02.646027,2015-09-04 14:38:03.633858,60.01646385
rest,2015-09-04 14:38:13.537086,2015-09-04 14:43:13.637873,5.00167978333
work,2015-09-04 14:45:25.447859,2015-09-04 15:45:25.549371,60.0016918667
rest,2015-09-04 15:45:35.455361,2015-09-04 15:50:35.562321,5.00178266667
work,2015-09-04 15:57:13.868930,2015-09-04 16:57:13.972320,60.0017231667
work,2015-09-04 17:01:50.137878,2015-09-04 18:01:50.238878,60.0016833333
rest,2015-09-04 18:02:00.180743,2015-09-04 18:07:00.289626,5.00181471667
work,2015-09-07 09:42:19.741156,2015-09-07 10:12:19.007097,29.9877656833
rest,2015-09-07 10:12:28.969515,2015-09-07 10:17:29.071815,5.001705
work,2015-09-07 10:22:04.550192,2015-09-07 10:52:04.647077,30.00161475
work,2015-09-07 11:11:06.338752,2015-09-07 12:11:06.440604,60.0016975333
work,2015-09-07 17:00:12.157139,2015-09-07 18:00:12.256070,60.00164885
work,2015-09-07 18:02:35.220396,2015-09-07 19:02:35.320986,60.0016765
rest,2015-09-07 19:02:45.219491,2015-09-07 19:07:45.279319,5.00099713333
work,2015-09-07 19:07:55.177280,2015-09-07 20:07:55.247555,60.00117125
work,2015-09-08 09:49:52.011250,2015-09-08 10:49:52.035925,60.00041125
rest,2015-09-08 10:50:01.959867,2015-09-08 10:55:02.059870,5.00166671667
work,2015-09-08 10:56:17.153417,2015-09-08 11:56:17.252946,60.0016588167
rest,2015-09-08 11:56:27.172843,2015-09-08 12:01:27.272590,5.00166245
work,2015-09-08 12:01:37.199234,2015-09-08 12:26:37.246526,60.0007882
work,2015-09-08 13:40:12.183581,2015-09-08 14:40:12.285797,60.0017036
rest,2015-09-08 14:40:22.185499,2015-09-08 14:45:22.286849,5.00168916667
work,2015-09-08 14:45:32.192248,2015-09-08 15:45:32.292847,60.00167665
rest,2015-09-08 15:45:42.230923,2015-09-08 15:50:42.339607,5.0018114
work,2015-09-08 15:50:52.339936,2015-09-08 16:50:52.439772,60.0016639333
rest,2015-09-08 16:51:02.344179,2015-09-08 16:56:02.453069,5.00181483333
work,2015-09-08 17:03:36.644742,2015-09-08 18:03:36.743639,60.0016482833
rest,2015-09-08 18:03:46.604324,2015-09-08 18:08:46.703878,5.00165923333
work,2015-09-08 18:20:01.199452,2015-09-08 19:20:01.298550,60.0016516333
rest,2015-09-08 19:20:11.197914,2015-09-08 19:25:11.293084,5.00158616667
work,2015-09-08 19:37:12.842082,2015-09-08 19:57:12.913757,20.0011945833
work,2015-09-09 10:18:19.602194,2015-09-09 11:18:19.714896,60.0018783667
rest,2015-09-09 11:18:29.656535,2015-09-09 11:23:29.767851,5.00185526667
work,2015-09-09 11:23:39.680254,2015-09-09 12:21:39.779638,60.0016564
work,2015-09-09 14:12:50.356661,2015-09-09 15:12:50.457652,60.0016831833
rest,2015-09-09 15:13:00.366023,2015-09-09 15:18:00.464619,5.00164326667
work,2015-09-09 17:44:17.634267,2015-09-09 18:14:17.736221,30.0016992333
rest,2015-09-09 18:14:27.647074,2015-09-09 18:19:27.755637,5.00180938333
work,2015-09-09 18:20:25.770002,2015-09-09 18:50:25.872492,30.0017081667
rest,2015-09-09 18:50:35.779297,2015-09-09 18:55:35.890937,5.00186066667
work,2015-09-09 18:55:45.799869,2015-09-09 19:25:45.887706,30.00146395
work,2015-09-09 23:57:33.582409,2015-09-10 00:57:33.711882,60.0021578833
work,2015-09-10 09:34:48.925410,2015-09-10 10:04:49.026068,30.0016776333
rest,2015-09-10 10:04:58.927684,2015-09-10 10:09:59.028601,5.00168195
work,2015-09-10 10:10:08.929089,2015-09-10 10:40:09.027271,30.0016363667
rest,2015-09-10 10:40:18.933959,2015-09-10 10:45:19.043647,5.00182813333
work,2015-09-10 10:45:43.735408,2015-09-10 11:15:43.835917,30.00167515
work,2015-09-10 14:18:51.981994,2015-09-10 14:48:52.047952,30.0010993
rest,2015-09-10 14:49:01.968966,2015-09-10 14:54:02.075556,5.0017765
work,2015-09-10 15:07:42.096904,2015-09-10 15:37:42.198091,30.00168645
work,2015-09-10 15:40:21.682535,2015-09-10 16:10:21.784582,30.0017007833
rest,2015-09-10 16:10:31.692027,2015-09-10 16:15:31.792854,5.00168045
work,2015-09-10 16:16:07.434600,2015-09-10 16:46:07.534668,30.0016678
rest,2015-09-10 16:46:17.390762,2015-09-10 16:51:17.493414,5.00171086667
work,2015-09-10 17:15:41.540154,2015-09-10 17:45:41.638300,30.0016357667
rest,2015-09-10 17:45:51.535323,2015-09-10 17:50:51.637320,5.00169995
work,2015-09-10 17:56:23.179518,2015-09-10 18:26:23.281378,30.0016976667
rest,2015-09-10 18:26:33.179664,2015-09-10 18:31:33.281344,5.00169466667
work,2015-09-10 18:33:43.415247,2015-09-10 19:03:43.517040,30.00169655
rest,2015-09-10 19:03:53.424832,2015-09-10 19:08:53.527867,5.00171725
work,2015-09-10 19:09:03.431488,2015-09-10 19:39:03.531714,30.0016704333
work,2015-09-10 21:25:08.073860,2015-09-10 21:55:08.172053,30.00163655
rest,2015-09-10 21:55:18.072503,2015-09-10 22:00:18.173584,5.00168468333
work,2015-09-10 22:10:06.502372,2015-09-10 22:40:06.603927,30.0016925833
rest,2015-09-10 22:40:16.506255,2015-09-10 22:45:16.614141,5.0017981
work,2015-09-10 23:03:33.507480,2015-09-10 23:33:33.605670,30.0016365
rest,2015-09-10 23:33:43.482197,2015-09-10 23:38:43.582537,5.00167233333
work,2015-09-10 23:38:53.482013,2015-09-11 00:08:53.577270,30.0015876167
work,2015-09-11 10:17:54.733830,2015-09-11 10:47:54.832354,30.0016420667
work,2015-09-11 10:51:17.103565,2015-09-11 11:21:17.204059,30.0016749
work,2015-09-11 11:23:08.278249,2015-09-11 11:53:08.377718,30.0016578167
rest,2015-09-11 11:53:18.275560,2015-09-11 11:58:18.387725,5.00186941667
work,2015-09-11 17:57:16.667198,2015-09-11 18:57:16.768494,60.0016882667
work,2015-09-12 13:09:20.369064,2015-09-12 14:09:20.470935,60.00169785
rest,2015-09-12 14:09:30.075760,2015-09-12 14:14:30.176634,5.00168123333
work,2015-09-12 14:14:40.077546,2015-09-12 15:14:40.176672,60.0016521
rest,2015-09-12 15:14:50.080103,2015-09-12 15:19:50.180997,5.00168156667
work,2015-09-12 15:20:00.082035,2015-09-12 16:20:00.182971,60.0016822667
rest,2015-09-12 16:20:10.085884,2015-09-12 16:25:10.193024,5.00178566667
work,2015-09-12 16:49:28.639592,2015-09-12 17:49:28.740842,60.0016875
rest,2015-09-12 17:49:38.598872,2015-09-12 17:54:38.714984,5.0019352
work,2015-09-12 18:11:45.389630,2015-09-12 19:11:45.488105,60.00164125
rest,2015-09-12 19:11:55.413333,2015-09-12 19:16:55.515457,5.00170206667
work,2015-09-12 19:17:05.443885,2015-09-12 20:17:05.547148,60.00172105
work,2015-09-12 22:02:24.400913,2015-09-12 23:02:24.499976,60.00165105
rest,2015-09-12 23:02:34.401900,2015-09-12 23:07:34.505475,5.00172625
work,2015-09-12 23:09:32.173948,2015-09-13 00:09:32.276441,60.0017082167
rest,2015-09-13 00:09:42.208731,2015-09-13 00:14:42.306863,5.00163553333
work,2015-09-13 00:19:18.585430,2015-09-13 00:49:18.681362,30.0015988667
rest,2015-09-13 00:49:28.607127,2015-09-13 00:54:28.685925,5.0013133
work,2015-09-13 00:54:38.607995,2015-09-13 01:24:38.705055,30.0016176667
rest,2015-09-13 01:24:48.631668,2015-09-13 01:29:48.728789,5.00161868333
work,2015-09-13 11:29:54.052383,2015-09-13 12:29:54.219479,60.0027849333
rest,2015-09-13 12:30:04.126192,2015-09-13 12:35:04.220095,5.00156505
work,2015-09-13 12:35:14.124375,2015-09-13 13:35:14.220387,60.0016002
rest,2015-09-13 13:35:24.207258,2015-09-13 13:40:24.308544,5.0016881
work,2015-09-13 13:40:34.231551,2015-09-13 14:40:34.333197,60.0016941
work,2015-09-13 16:26:58.786313,2015-09-13 17:26:58.887750,60.0016906167
rest,2015-09-13 17:27:08.787938,2015-09-13 17:32:08.888948,5.0016835
work,2015-09-13 17:52:32.399929,2015-09-13 18:52:32.503099,60.0017195
rest,2015-09-13 18:52:42.404285,2015-09-13 18:57:42.516501,5.00187026667
work,2015-09-13 19:40:51.408460,2015-09-13 20:40:51.509103,60.0016773833
rest,2015-09-13 20:41:01.280801,2015-09-13 20:46:01.379730,5.00164881667
work,2015-09-13 21:00:18.643207,2015-09-13 22:00:18.746139,60.0017155333
rest,2015-09-13 22:00:28.675222,2015-09-13 22:05:28.782849,5.00179378333
work,2015-09-13 22:05:38.711314,2015-09-13 23:05:38.811644,60.0016721667
rest,2015-09-13 23:05:48.743929,2015-09-13 23:10:48.855244,5.00185525
work,2015-09-13 23:10:58.824081,2015-09-14 00:10:58.922823,60.0016457
work,2015-09-14 10:31:45.427867,2015-09-14 11:31:46.452106,60.01707065
work,2015-09-14 21:05:00.782594,2015-09-14 22:05:00.905380,60.0020464333
rest,2015-09-14 22:05:10.891216,2015-09-14 22:10:10.994148,5.00171553333
work,2015-09-14 22:10:20.917215,2015-09-14 23:10:21.017934,60.00167865
rest,2015-09-14 23:10:30.946914,2015-09-14 23:15:31.047313,5.00167331667
work,2015-09-14 23:18:42.357106,2015-09-15 00:18:42.458326,60.001687
rest,2015-09-15 00:18:52.390545,2015-09-15 00:23:52.490178,5.00166055
work,2015-09-15 00:24:02.419412,2015-09-15 01:24:02.489918,60.0011751
rest,2015-09-15 01:24:12.413472,2015-09-15 01:29:12.516214,5.00171236667
work,2015-09-15 18:14:30.643810,2015-09-15 19:14:30.744565,60.00167925
work,2015-09-15 19:16:25.975857,2015-09-15 19:46:26.073838,30.0016330167
rest,2015-09-15 19:46:35.975696,2015-09-15 19:51:36.077447,5.00169585
work,2015-09-16 11:05:33.035874,2015-09-16 11:45:33.133583,40.0016284833
work,2015-09-16 11:47:33.440064,2015-09-16 12:02:33.535812,15.0015958
work,2015-09-16 15:49:37.914234,2015-09-16 16:49:38.016853,60.0017103167
work,2015-09-16 16:52:32.189230,2015-09-16 17:52:32.287769,60.0016423167
rest,2015-09-16 17:52:42.189606,2015-09-16 17:57:42.304442,5.00191393333
work,2015-09-16 17:59:05.185781,2015-09-16 18:59:05.287681,60.0016983333
work,2015-09-17 13:55:04.612629,2015-09-17 14:55:04.724462,60.0018638833
work,2015-09-17 15:43:15.931033,2015-09-17 16:13:16.033892,30.0017143167
work,2015-09-17 16:16:05.491706,2015-09-17 16:46:05.592679,30.0016828833
work,2015-09-17 16:50:36.672185,2015-09-17 17:20:36.772182,30.0016666167
work,2015-09-17 17:23:50.996939,2015-09-17 17:53:51.097174,30.0016705833
rest,2015-09-17 17:54:01.000993,2015-09-17 17:59:01.111220,5.00183711667
work,2015-09-21 15:59:10.208072,2015-09-21 16:59:10.329601,60.0020254833
rest,2015-09-21 16:59:20.288821,2015-09-21 17:04:20.406065,5.00195406667
work,2015-09-21 17:04:30.332861,2015-09-21 18:04:30.439273,60.0017735333
rest,2015-09-21 18:04:40.442992,2015-09-21 18:09:40.557885,5.00191488333
work,2015-09-22 10:56:27.159479,2015-09-22 11:56:27.376589,60.0036185
rest,2015-09-22 11:56:37.318211,2015-09-22 12:01:37.419530,5.00168865
work,2015-09-22 13:58:22.860757,2015-09-22 14:58:22.963945,60.0017198
rest,2015-09-22 14:58:32.883943,2015-09-22 15:03:32.984917,5.0016829
work,2015-09-22 15:03:42.884502,2015-09-22 16:03:42.983929,60.0016571167
rest,2015-09-22 16:03:52.886154,2015-09-22 16:08:52.987742,5.00169313333
work,2015-09-22 16:13:04.401939,2015-09-22 17:13:04.503694,60.0016959167
rest,2015-09-22 17:13:14.196442,2015-09-22 17:18:14.311988,5.00192576667
work,2015-09-22 17:24:44.377860,2015-09-22 17:54:44.480159,30.0017049833
rest,2015-09-22 17:54:54.379701,2015-09-22 17:59:54.487658,5.00179928333
work,2015-09-22 18:00:04.388060,2015-09-22 18:30:04.482169,30.0015684833
rest,2015-09-22 18:30:14.381172,2015-09-22 18:35:14.492871,5.00186165
work,2015-09-22 18:38:32.440578,2015-09-22 19:08:32.540118,30.001659
rest,2015-09-22 19:08:42.446146,2015-09-22 19:13:42.549147,5.00171668333
work,2015-09-22 19:13:52.427700,2015-09-22 19:43:52.528319,30.0016769833
rest,2015-09-22 19:44:02.426649,2015-09-22 19:49:02.529893,5.00172073333
work,2015-10-04 11:24:36.021944,2015-10-04 12:24:36.123359,60.00169025
rest,2015-10-04 12:24:46.400034,2015-10-04 12:29:46.502263,5.00170381667
work,2015-10-04 12:44:38.523775,2015-10-04 13:44:38.624153,60.0016729667
rest,2015-10-04 13:44:48.525652,2015-10-04 13:49:48.628881,5.00172048333
work,2015-10-04 13:59:12.471650,2015-10-04 14:59:12.574321,60.0017111833
rest,2015-10-04 14:59:22.474485,2015-10-04 15:04:22.577972,5.00172478333
work,2015-10-04 15:41:19.210463,2015-10-04 16:41:19.305226,60.0015793833
rest,2015-10-04 16:41:29.390297,2015-10-04 16:46:29.491643,5.0016891
work,2015-10-04 18:01:23.997140,2015-10-04 19:01:24.110427,60.0018881167
rest,2015-10-04 19:01:34.015367,2015-10-04 19:06:34.124092,5.00181208333
work,2015-10-04 20:56:58.389478,2015-10-04 21:56:58.535747,60.0024378167
rest,2015-10-04 21:57:08.636725,2015-10-04 22:02:08.741557,5.0017472
work,2015-10-04 22:12:13.342642,2015-10-04 23:12:13.448070,60.0017571333
rest,2015-10-04 23:12:23.347209,2015-10-04 23:17:23.448030,5.00168035
work,2015-10-04 23:17:33.346661,2015-10-05 00:17:33.448159,60.0016916333
rest,2015-10-05 00:17:43.386628,2015-10-05 00:22:43.500501,5.00189788333
work,2015-10-05 00:47:42.150299,2015-10-05 01:47:42.247195,60.0016149333
rest,2015-10-05 01:47:52.142486,2015-10-05 01:52:52.257633,5.00191911667
work,2015-10-05 01:53:02.173432,2015-10-05 02:53:02.275055,60.0016937167
work,2015-10-05 02:53:14.226589,2015-10-05 03:53:14.332039,60.0017575
work,2015-10-05 03:55:33.500268,2015-10-05 04:55:33.600094,60.0016637667
work,2015-10-12 11:12:37.919190,2015-10-12 12:02:37.483485,49.99273825
work,2015-10-12 12:04:31.004799,2015-10-12 12:29:31.104566,25.0016627833
rest,2015-10-12 12:29:41.005588,2015-10-12 12:34:41.107821,5.00170388333
work,2015-10-12 13:40:05.806374,2015-10-12 14:40:05.881873,60.0012583167
rest,2015-10-12 14:40:15.785416,2015-10-12 14:45:15.888698,5.00172136667
work,2015-10-12 14:49:48.565497,2015-10-12 15:49:48.664862,60.0016560833
rest,2015-10-12 15:49:58.605285,2015-10-12 15:54:58.707721,5.00170726667
work,2015-10-12 16:03:42.737513,2015-10-12 17:03:42.838741,60.0016871333
rest,2015-10-12 17:03:52.749864,2015-10-12 17:08:52.863582,5.0018953
work,2015-10-12 17:12:51.063764,2015-10-12 18:12:51.171243,60.0017913167
rest,2015-10-12 18:13:01.064804,2015-10-12 18:18:01.172376,5.00179286667
work,2015-10-12 18:25:11.425019,2015-10-12 19:25:11.519029,60.0015668333
work,2015-10-12 21:11:41.539151,2015-10-12 22:11:41.638877,60.0016621
rest,2015-10-12 22:11:51.560837,2015-10-12 22:16:51.661964,5.00168545
work,2015-10-12 22:56:05.186176,2015-10-12 23:56:05.300623,60.00190745
rest,2015-10-12 23:56:15.223050,2015-10-13 00:01:15.310906,5.00146426667
work,2015-10-13 00:08:54.395895,2015-10-13 00:38:54.496282,30.0016731167
rest,2015-10-13 00:39:04.398797,2015-10-13 00:44:04.501911,5.00171856667
work,2015-10-13 14:44:17.493269,2015-10-13 15:14:17.616311,30.0020507
rest,2015-10-13 15:14:27.506747,2015-10-13 15:19:27.614384,5.00179395
work,2015-10-13 15:19:37.512032,2015-10-13 15:49:37.612937,30.00168175
rest,2015-10-13 15:49:47.540975,2015-10-13 15:54:47.641075,5.00166833333
work,2015-10-13 16:09:57.471911,2015-10-13 16:39:57.572996,30.00168475
rest,2015-10-13 16:40:07.485660,2015-10-13 16:45:07.598183,5.00187538333
work,2015-10-14 11:00:00,2015-10-14 12:07:00,67.00
work,2015-10-14 14:09:46.035403,2015-10-14 14:39:46.170317,30.0022485667
work,2015-10-14 14:41:14.572597,2015-10-14 15:11:14.673848,30.0016875167
rest,2015-10-14 15:11:24.572977,2015-10-14 15:16:24.676953,5.00173293333
work,2015-10-14 15:29:08.694693,2015-10-14 15:59:08.794317,30.0016604
work,2015-10-14 16:03:00.183010,2015-10-14 16:33:00.282250,30.001654
rest,2015-10-14 16:33:10.177579,2015-10-14 16:38:10.281816,5.00173728333
work,2015-10-14 16:39:18.733623,2015-10-14 17:09:18.834402,30.00167965
rest,2015-10-14 17:09:28.747723,2015-10-14 17:14:28.849271,5.00169246667
work,2015-10-14 17:18:17.837845,2015-10-14 17:48:17.940088,30.00170405
rest,2015-10-14 17:48:27.842406,2015-10-14 17:53:27.951243,5.00181395
work,2015-10-14 17:53:37.853705,2015-10-14 18:23:37.925101,30.0011899333
rest,2015-10-14 18:23:47.830428,2015-10-14 18:28:47.941735,5.00185511667
work,2015-10-14 18:28:57.876055,2015-10-14 18:58:57.963799,30.0014624
rest,2015-10-14 18:59:07.891583,2015-10-14 19:04:07.984865,5.0015547
work,2015-10-14 19:04:17.914529,2015-10-14 19:34:18.020281,30.0017625333
work,2015-10-14 19:34:56.423100,2015-10-14 20:04:56.525370,30.0017045
work,2015-10-14 20:05:41.041453,2015-10-14 20:35:41.145753,30.0017383333
work,2015-10-14 20:36:05.920536,2015-10-14 21:06:06.022472,30.0016989333
work,2015-10-14 23:21:10.349712,2015-10-15 00:21:10.451271,60.00169265
rest,2015-10-15 00:21:20.356546,2015-10-15 00:26:20.462722,5.0017696
work,2015-10-15 00:30:35.530074,2015-10-15 01:30:35.631046,60.0016828667
